Year,Month,CTI,SOI,PDO,NAO,AMO,IOD,AO,QBO,EP,CP,PNA,AAO
1866,4,NaN,-0.65,NaN,-2.6,0.132,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1866,5,NaN,0.04,NaN,-2.3,0.175,0.25,NaN,NaN,NaN,NaN,NaN,NaN
1866,6,NaN,-0.82,NaN,1.6,0.351,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1866,7,NaN,-0.34,NaN,-1.1,0.282,0.15,NaN,NaN,NaN,NaN,NaN,NaN
1866,8,NaN,0.36,NaN,0,0.259,0.22,NaN,NaN,NaN,NaN,NaN,NaN
1866,9,NaN,-0.18,NaN,3.6,0.148,0.3,NaN,NaN,NaN,NaN,NaN,NaN
1866,10,NaN,0.07,NaN,-0.2,0.141,0.32,NaN,NaN,NaN,NaN,NaN,NaN
1866,11,NaN,1.1,NaN,-0.5,0.267,0.2,NaN,NaN,NaN,NaN,NaN,NaN
1866,12,NaN,-0.16,NaN,0.6,0.277,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1867,1,NaN,0.09,NaN,-4.7,0.312,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1867,2,NaN,-0.01,NaN,1.4,0.284,-0.01,NaN,NaN,NaN,NaN,NaN,NaN
1867,3,NaN,-0.09,NaN,-5.1,0.386,-0.15,NaN,NaN,NaN,NaN,NaN,NaN
1867,4,NaN,0.83,NaN,2.1,0.296,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1867,5,NaN,0.5,NaN,-5.4,0.158,0.45,NaN,NaN,NaN,NaN,NaN,NaN
1867,6,3.14,-0.48,NaN,-0.2,0.088,0.43,NaN,NaN,NaN,NaN,NaN,NaN
1867,7,NaN,0.44,NaN,-3.6,0.108,0.28,NaN,NaN,NaN,NaN,NaN,NaN
1867,8,NaN,0.34,NaN,3,0.071,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1867,9,NaN,0.12,NaN,2,0.002,-0.43,NaN,NaN,NaN,NaN,NaN,NaN
1867,10,NaN,-0.56,NaN,2.8,-0.028,-0.38,NaN,NaN,NaN,NaN,NaN,NaN
1867,11,NaN,-0.65,NaN,-4.7,0.113,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1867,12,NaN,-0.89,NaN,-0.2,-0.052,-0.15,NaN,NaN,NaN,NaN,NaN,NaN
1868,1,-1.69,-0.16,NaN,0.9,0.062,-0.41,NaN,NaN,NaN,NaN,NaN,NaN
1868,2,NaN,-0.34,NaN,3.8,0.131,-0.41,NaN,NaN,NaN,NaN,NaN,NaN
1868,3,0.406,-1.56,NaN,4.4,0.203,-0.52,NaN,NaN,NaN,NaN,NaN,NaN
1868,4,0.186,0.3,NaN,2.1,0.261,-0.71,NaN,NaN,NaN,NaN,NaN,NaN
1868,5,NaN,-1.34,NaN,3.6,0.188,-0.54,NaN,NaN,NaN,NaN,NaN,NaN
1868,6,0.443,-2.2,NaN,4.5,0.327,-0.22,NaN,NaN,NaN,NaN,NaN,NaN
1868,7,0.0787,-0.4,NaN,1.8,0.406,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1868,8,NaN,-1.41,NaN,1.8,0.204,-0.15,NaN,NaN,NaN,NaN,NaN,NaN
1868,9,2.25,-1.23,NaN,-4.4,0.147,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1868,10,2.58,-1.24,NaN,4.6,-0.113,0.15,NaN,NaN,NaN,NaN,NaN,NaN
1868,11,2.74,-1.49,NaN,-2.7,-0.055,0.35,NaN,NaN,NaN,NaN,NaN,NaN
1868,12,NaN,0.52,NaN,0.6,0.123,0.3,NaN,NaN,NaN,NaN,NaN,NaN
1869,1,NaN,-1.9,NaN,2,-0.113,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1869,2,NaN,-0.26,NaN,3.1,0.093,-0.49,NaN,NaN,NaN,NaN,NaN,NaN
1869,3,NaN,-0.59,NaN,-0.3,0.078,-0.81,NaN,NaN,NaN,NaN,NaN,NaN
1869,4,NaN,2.12,NaN,-0.2,0.245,-0.6,NaN,NaN,NaN,NaN,NaN,NaN
1869,5,NaN,1.4,NaN,-3.6,0.283,-0.15,NaN,NaN,NaN,NaN,NaN,NaN
1869,6,0.305,1.53,NaN,-2.4,0.216,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1869,7,-0.227,1.42,NaN,-0.1,0.281,-0.38,NaN,NaN,NaN,NaN,NaN,NaN
1869,8,NaN,0.94,NaN,-1.9,0.136,-0.34,NaN,NaN,NaN,NaN,NaN,NaN
1869,9,-1.7,0.12,NaN,-0.5,0.095,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
1869,10,0.0953,0.85,NaN,-2.4,-0.005,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1869,11,-0.643,0.56,NaN,1.4,-0.044,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1869,12,-0.892,0.42,NaN,-0.3,-0.086,-0.01,NaN,NaN,NaN,NaN,NaN,NaN
1870,1,-1.33,1.06,NaN,0.4,-0.158,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1870,2,-0.154,0.18,NaN,-3.3,0.009,0.54,NaN,NaN,NaN,NaN,NaN,NaN
1870,3,1.03,-0.75,NaN,-2.5,-0.042,0.94,NaN,NaN,NaN,NaN,NaN,NaN
1870,4,0.606,0.47,NaN,1.6,-0.168,0.71,NaN,NaN,NaN,NaN,NaN,NaN
1870,5,NaN,-0.11,NaN,2.1,-0.029,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1870,6,-0.225,-1.1,NaN,0.3,-0.011,-0.29,NaN,NaN,NaN,NaN,NaN,NaN
1870,7,-0.897,0.17,NaN,1.3,-0.04,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
1870,8,-0.524,0.98,NaN,-4.9,0.1,0.02,NaN,NaN,NaN,NaN,NaN,NaN
1870,9,-0.833,0,NaN,0.6,0.151,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
1870,10,NaN,-0.58,NaN,1.2,0.157,-0.11,NaN,NaN,NaN,NaN,NaN,NaN
1870,11,-0.978,-0.86,NaN,-3,0.174,0.03,NaN,NaN,NaN,NaN,NaN,NaN
1870,12,0.547,-1.29,NaN,-4.5,0.109,0,NaN,NaN,NaN,NaN,NaN,NaN
1871,1,NaN,-1.13,NaN,2.3,-0.136,0.12,NaN,NaN,NaN,NaN,NaN,NaN
1871,2,-0.31,-0.13,NaN,-0.4,-0.118,0.39,NaN,NaN,NaN,NaN,NaN,NaN
1871,3,0.4,-2,NaN,1.2,0.13,0.31,NaN,NaN,NaN,NaN,NaN,NaN
1871,4,0.642,-0.46,NaN,-3.1,0.18,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1871,5,0.52,-0.47,NaN,-1.7,0.143,0.22,NaN,NaN,NaN,NaN,NaN,NaN
1871,6,-0.301,0.24,NaN,-1.9,0.132,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
1871,7,0.678,0.31,NaN,1.8,0.173,-0.63,NaN,NaN,NaN,NaN,NaN,NaN
1871,8,-0.0274,0.38,NaN,0.7,0.058,-0.31,NaN,NaN,NaN,NaN,NaN,NaN
1871,9,0.502,0.58,NaN,-3.5,-0.087,0.29,NaN,NaN,NaN,NaN,NaN,NaN
1871,10,0.27,-0.14,NaN,0.4,-0.147,0.26,NaN,NaN,NaN,NaN,NaN,NaN
1871,11,-0.116,-0.02,NaN,-4.6,-0.004,0.21,NaN,NaN,NaN,NaN,NaN,NaN
1871,12,-0.24,0.97,NaN,1.1,0.086,0.5,NaN,NaN,NaN,NaN,NaN,NaN
1872,1,-0.0977,2.69,NaN,1.5,-0.07,0.52,NaN,NaN,NaN,NaN,NaN,NaN
1872,2,-0.289,1.12,NaN,-0.7,-0.054,0.39,NaN,NaN,NaN,NaN,NaN,NaN
1872,3,-0.626,1.69,NaN,-1.2,-0.085,0.45,NaN,NaN,NaN,NaN,NaN,NaN
1872,4,0.55,-0.54,NaN,-0.7,-0.074,0.39,NaN,NaN,NaN,NaN,NaN,NaN
1872,5,-0.11,1.35,NaN,0.9,0.176,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1872,6,NaN,2.45,NaN,0.5,0.217,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
1872,7,-0.895,2.3,NaN,-3.4,0.285,-0.3,NaN,NaN,NaN,NaN,NaN,NaN
1872,8,0.281,0.99,NaN,-3.5,0.384,-0.25,NaN,NaN,NaN,NaN,NaN,NaN
1872,9,-0.559,3.14,NaN,-2.8,0.416,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1872,10,-0.258,1.9,NaN,1.7,0.047,0.58,NaN,NaN,NaN,NaN,NaN,NaN
1872,11,-0.868,3.09,NaN,0.6,-0.034,0.6,NaN,NaN,NaN,NaN,NaN,NaN
1872,12,-0.797,2.8,NaN,-0.9,-0.051,0.39,NaN,NaN,NaN,NaN,NaN,NaN
1873,1,-0.759,2.47,NaN,2.1,0.054,0.2,NaN,NaN,NaN,NaN,NaN,NaN
1873,2,-0.83,1.12,NaN,-1.2,0.005,0.1,NaN,NaN,NaN,NaN,NaN,NaN
1873,3,-0.555,1.63,NaN,1.6,0.041,0.05,NaN,NaN,NaN,NaN,NaN,NaN
1873,4,NaN,2.29,NaN,-3.8,0.045,0.01,NaN,NaN,NaN,NaN,NaN,NaN
1873,5,NaN,1.19,NaN,-1.5,-0.049,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1873,6,-0.118,-3.09,NaN,2.7,-0.04,0.03,NaN,NaN,NaN,NaN,NaN,NaN
1873,7,0.215,-1.14,NaN,0.2,0.084,-0.35,NaN,NaN,NaN,NaN,NaN,NaN
1873,8,0.193,-0.59,NaN,4,0.044,-0.56,NaN,NaN,NaN,NaN,NaN,NaN
1873,9,NaN,-2.13,NaN,-3.2,0.146,-0.27,NaN,NaN,NaN,NaN,NaN,NaN
1873,10,-0.216,-1.78,NaN,2.1,0.081,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1873,11,-0.352,-0.36,NaN,-2.8,0.061,-0.06,NaN,NaN,NaN,NaN,NaN,NaN
1873,12,-1.23,1.33,NaN,1,0.139,0.02,NaN,NaN,NaN,NaN,NaN,NaN
1874,1,-0.827,0.9,NaN,2.2,0.051,-0.04,NaN,NaN,NaN,NaN,NaN,NaN
1874,2,-0.889,-0.28,NaN,1.2,-0.113,-0.31,NaN,NaN,NaN,NaN,NaN,NaN
1874,3,-0.373,-0.52,NaN,1,-0.119,-0.25,NaN,NaN,NaN,NaN,NaN,NaN
1874,4,-1.09,0.98,NaN,2.7,-0.09,-0.04,NaN,NaN,NaN,NaN,NaN,NaN
1874,5,NaN,1.29,NaN,-1.7,0.015,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1874,6,0.104,-1.92,NaN,-0.4,0.162,-0.23,NaN,NaN,NaN,NaN,NaN,NaN
1874,7,-0.138,-0.14,NaN,1.7,0.1,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
1874,8,-0.957,0.75,NaN,1.4,-0.014,-0.22,NaN,NaN,NaN,NaN,NaN,NaN
1874,9,0.219,2.03,NaN,2.2,0.18,-0.44,NaN,NaN,NaN,NaN,NaN,NaN
1874,10,-0.6,2.19,NaN,2.8,-0.04,-0.51,NaN,NaN,NaN,NaN,NaN,NaN
1874,11,-0.949,0.53,NaN,-0.2,-0.058,-0.57,NaN,NaN,NaN,NaN,NaN,NaN
1874,12,-1.44,1.28,NaN,-1,-0.29,-0.67,NaN,NaN,NaN,NaN,NaN,NaN
1875,1,0.0392,0.65,NaN,-0.8,-0.166,-0.58,NaN,NaN,NaN,NaN,NaN,NaN
1875,2,-0.917,-0.11,NaN,-1.5,0.066,-0.28,NaN,NaN,NaN,NaN,NaN,NaN
1875,3,-0.0643,-1,NaN,-1,0.036,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1875,4,-0.339,1.4,NaN,-2,0.017,0.36,NaN,NaN,NaN,NaN,NaN,NaN
1875,5,-0.119,0.75,NaN,4.1,0.164,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1875,6,0.296,2.57,NaN,4.5,0.17,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1875,7,-0.0893,-0.49,NaN,-2.4,0.003,0.31,NaN,NaN,NaN,NaN,NaN,NaN
1875,8,-0.494,-0.21,NaN,-1.6,0.09,0.33,NaN,NaN,NaN,NaN,NaN,NaN
1875,9,-0.428,0.83,NaN,-1.8,0.138,-0.22,NaN,NaN,NaN,NaN,NaN,NaN
1875,10,-0.689,0.93,NaN,0.1,0.071,-0.58,NaN,NaN,NaN,NaN,NaN,NaN
1875,11,-0.861,-1.54,NaN,-4.6,-0.059,-0.42,NaN,NaN,NaN,NaN,NaN,NaN
1875,12,-0.505,-0.54,NaN,-0.3,-0.077,-0.27,NaN,NaN,NaN,NaN,NaN,NaN
1876,1,0.641,1.16,NaN,1.2,-0.205,-0.25,NaN,NaN,NaN,NaN,NaN,NaN
1876,2,-0.778,0.98,NaN,-0.8,-0.076,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1876,3,-1.35,-0.1,NaN,0.5,-0.091,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1876,4,-1.27,0.94,NaN,-1.2,-0.071,-0.19,NaN,NaN,NaN,NaN,NaN,NaN
1876,5,-0.542,0.75,NaN,0.7,-0.072,-0.03,NaN,NaN,NaN,NaN,NaN,NaN
1876,6,-0.117,1.98,NaN,4.7,-0.005,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1876,7,0.793,-0.51,NaN,4.2,0.115,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1876,8,0.69,1.08,NaN,0.6,0.175,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
1876,9,0.369,0.98,NaN,-5.6,0.148,0.1,NaN,NaN,NaN,NaN,NaN,NaN
1876,10,1.06,-1,NaN,-2.2,-0.054,0.23,NaN,NaN,NaN,NaN,NaN,NaN
1876,11,1.09,-0.46,NaN,-5.3,-0.081,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1876,12,0.459,-0.45,NaN,-2.3,-0.017,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1877,1,1.38,-0.88,NaN,1.5,0.007,0.12,NaN,NaN,NaN,NaN,NaN,NaN
1877,2,0.355,-1.44,NaN,1.3,0.158,0.19,NaN,NaN,NaN,NaN,NaN,NaN
1877,3,0.565,-1.07,NaN,0,0.242,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1877,4,1.66,-3.87,NaN,-3.7,0.147,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1877,5,0.903,-1.71,NaN,-3.5,0.256,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1877,6,2.04,-4.34,NaN,0.2,0.326,-0.25,NaN,NaN,NaN,NaN,NaN,NaN
1877,7,0.63,-0.96,NaN,1.9,0.302,0.23,NaN,NaN,NaN,NaN,NaN,NaN
1877,8,1.8,-1.06,NaN,-7,0.365,0.97,NaN,NaN,NaN,NaN,NaN,NaN
1877,9,1.84,-1.71,NaN,-4.7,0.265,1.35,NaN,NaN,NaN,NaN,NaN,NaN
1877,10,2.38,-1.7,NaN,0.4,0.234,1.53,NaN,NaN,NaN,NaN,NaN,NaN
1877,11,2.24,-1.31,NaN,3.2,0.303,1.46,NaN,NaN,NaN,NaN,NaN,NaN
1877,12,2.23,-1.52,NaN,3.3,0.321,0.63,NaN,NaN,NaN,NaN,NaN,NaN
1878,1,1.84,-0.98,NaN,0,0.243,-0.39,NaN,NaN,NaN,NaN,NaN,NaN
1878,2,1.07,-2.22,NaN,-0.3,0.336,-0.47,NaN,NaN,NaN,NaN,NaN,NaN
1878,3,NaN,-1.86,NaN,-0.1,0.346,0.03,NaN,NaN,NaN,NaN,NaN,NaN
1878,4,0.809,-1.07,NaN,-2.8,0.646,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1878,5,0.522,0.1,NaN,-0.3,0.526,-0.11,NaN,NaN,NaN,NaN,NaN,NaN
1878,6,NaN,-0.59,NaN,-1.4,0.629,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1878,7,0.122,1.6,NaN,0.7,0.422,0.27,NaN,NaN,NaN,NaN,NaN,NaN
1878,8,0.27,1.12,NaN,-4.2,0.589,0.3,NaN,NaN,NaN,NaN,NaN,NaN
1878,9,-0.123,1.7,NaN,1.9,0.55,0.25,NaN,NaN,NaN,NaN,NaN,NaN
1878,10,-0.45,0.94,NaN,-1.8,0.321,0.19,NaN,NaN,NaN,NaN,NaN,NaN
1878,11,0.112,1.39,NaN,-4.8,0.375,0.17,NaN,NaN,NaN,NaN,NaN,NaN
1878,12,-0.738,1.89,NaN,-7.5,0.473,0.22,NaN,NaN,NaN,NaN,NaN,NaN
1879,1,-0.242,1.28,NaN,-1.5,0.325,0.12,NaN,NaN,NaN,NaN,NaN,NaN
1879,2,0.357,1.33,NaN,1,0.381,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1879,3,-0.0713,1.3,NaN,1.4,0.022,-0.04,NaN,NaN,NaN,NaN,NaN,NaN
1879,4,-0.756,1.59,NaN,-0.3,0.039,0,NaN,NaN,NaN,NaN,NaN,NaN
1879,5,-0.221,0.1,NaN,2.1,0.247,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1879,6,-0.243,1.85,NaN,-1.2,0.178,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1879,7,-0.771,2.19,NaN,-1.1,0.086,-0.01,NaN,NaN,NaN,NaN,NaN,NaN
1879,8,-0.593,2.2,NaN,-0.6,0.018,-0.28,NaN,NaN,NaN,NaN,NaN,NaN
1879,9,0.188,1.8,NaN,4.9,-0.021,-0.42,NaN,NaN,NaN,NaN,NaN,NaN
1879,10,-1.01,1.53,NaN,-0.9,0.064,-0.31,NaN,NaN,NaN,NaN,NaN,NaN
1879,11,-0.918,0.76,NaN,-5.2,0.071,-0.48,NaN,NaN,NaN,NaN,NaN,NaN
1879,12,-0.067,-0.71,NaN,-1.1,0.12,-0.72,NaN,NaN,NaN,NaN,NaN,NaN
1880,1,-2.49,1.14,NaN,-1.1,0.079,-0.63,NaN,NaN,NaN,NaN,NaN,NaN
1880,2,0.051,0.7,NaN,1.6,0.006,-0.5,NaN,NaN,NaN,NaN,NaN,NaN
1880,3,-0.0108,1.43,NaN,0.4,0.091,-0.3,NaN,NaN,NaN,NaN,NaN,NaN
1880,4,1.73,0.79,NaN,1.7,-0.035,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1880,5,NaN,1.22,NaN,-0.7,-0.137,0.15,NaN,NaN,NaN,NaN,NaN,NaN
1880,6,0.0449,0.97,NaN,-0.4,-0.009,-0.31,NaN,NaN,NaN,NaN,NaN,NaN
1880,7,0.513,0.21,NaN,-5.1,0.12,-0.55,NaN,NaN,NaN,NaN,NaN,NaN
1880,8,0.118,1.26,NaN,-0.1,0.104,-0.49,NaN,NaN,NaN,NaN,NaN,NaN
1880,9,0.57,0.73,NaN,-1.3,0.257,-0.47,NaN,NaN,NaN,NaN,NaN,NaN
1880,10,1.1,0.56,NaN,-7.1,0.232,-0.38,NaN,NaN,NaN,NaN,NaN,NaN
1880,11,0.565,0.74,NaN,1.2,0.15,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
1880,12,0.261,-0.33,NaN,-3.3,-0.082,0.06,NaN,NaN,NaN,NaN,NaN,NaN
1881,1,0.443,-0.84,NaN,-7.7,0.172,0.14,NaN,NaN,NaN,NaN,NaN,NaN
1881,2,0.0958,-0.67,NaN,-1.5,0.126,-0.08,NaN,NaN,NaN,NaN,NaN,NaN
1881,3,0.623,0.02,NaN,-2.4,0.193,-0.19,NaN,NaN,NaN,NaN,NaN,NaN
1881,4,0.472,0.43,NaN,-2.2,0.224,0.1,NaN,NaN,NaN,NaN,NaN,NaN
1881,5,0.291,-0.56,NaN,1,0.117,0.3,NaN,NaN,NaN,NaN,NaN,NaN
1881,6,0.352,-0.78,NaN,1.6,0.123,0.24,NaN,NaN,NaN,NaN,NaN,NaN
1881,7,0.72,-0.51,NaN,2.8,0.011,0.3,NaN,NaN,NaN,NaN,NaN,NaN
1881,8,0.0108,-1.39,NaN,-1.1,0.048,0.32,NaN,NaN,NaN,NaN,NaN,NaN
1881,9,0.782,-1.35,NaN,-2.7,-0.02,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1881,10,-0.121,-2.6,NaN,-1.7,-0.066,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1881,11,0.627,0.49,NaN,2.8,-0.302,0.17,NaN,NaN,NaN,NaN,NaN,NaN
1881,12,-0.328,0.7,NaN,3.8,-0.092,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
1882,1,-0.246,-0.76,NaN,1.4,-0.128,-0.31,NaN,NaN,NaN,NaN,NaN,NaN
1882,2,-0.453,-0.26,NaN,0.7,-0.095,-0.25,NaN,NaN,NaN,NaN,NaN,NaN
1882,3,0.423,0.41,NaN,4.3,-0.03,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1882,4,0.334,-0.06,NaN,-1.8,-0.125,0.19,NaN,NaN,NaN,NaN,NaN,NaN
1882,5,0.395,0.35,NaN,-1.5,-0.127,0.24,NaN,NaN,NaN,NaN,NaN,NaN
1882,6,-0.12,-1.75,NaN,-0.6,0.003,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1882,7,-0.697,-2.13,NaN,3.4,0.064,-0.11,NaN,NaN,NaN,NaN,NaN,NaN
1882,8,-0.454,-2.74,NaN,0.7,0.073,-0.23,NaN,NaN,NaN,NaN,NaN,NaN
1882,9,0.227,-1.44,NaN,2.1,0.046,-0.27,NaN,NaN,NaN,NaN,NaN,NaN
1882,10,-0.522,-0.09,NaN,0.6,-0.011,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1882,11,-0.481,0.21,NaN,1.8,0.018,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1882,12,-0.628,1.04,NaN,-2.3,0.021,-0.01,NaN,NaN,NaN,NaN,NaN,NaN
1883,1,-0.622,0.48,NaN,1.4,-0.043,-0.06,NaN,NaN,NaN,NaN,NaN,NaN
1883,2,-0.273,-0.95,NaN,3.4,-0.159,0.06,NaN,NaN,NaN,NaN,NaN,NaN
1883,3,0.785,-2.94,NaN,-3.2,-0.148,0.1,NaN,NaN,NaN,NaN,NaN,NaN
1883,4,0.813,1.63,NaN,1.8,0.033,0.19,NaN,NaN,NaN,NaN,NaN,NaN
1883,5,1.16,1.47,NaN,1.4,0.039,0.28,NaN,NaN,NaN,NaN,NaN,NaN
1883,6,0.0364,0.26,NaN,-2.7,-0.025,0.22,NaN,NaN,NaN,NaN,NaN,NaN
1883,7,0.183,-1.01,NaN,-3.7,-0.039,0.2,NaN,NaN,NaN,NaN,NaN,NaN
1883,8,-0.0107,0.06,NaN,1.8,0.024,0.21,NaN,NaN,NaN,NaN,NaN,NaN
1883,9,0.207,-0.81,NaN,-1,-0.086,0.14,NaN,NaN,NaN,NaN,NaN,NaN
1883,10,0.141,0.36,NaN,3.5,-0.107,0.19,NaN,NaN,NaN,NaN,NaN,NaN
1883,11,0.821,0.19,NaN,2.8,-0.001,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1883,12,-0.323,-1.77,NaN,0.9,0.14,-0.08,NaN,NaN,NaN,NaN,NaN,NaN
1884,1,-0.515,-1.4,NaN,1,0.039,-0.22,NaN,NaN,NaN,NaN,NaN,NaN
1884,2,-0.0134,-0.61,NaN,1.3,-0.136,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1884,3,0.0834,0.88,NaN,1.7,-0.103,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1884,4,-0.11,-1.6,NaN,-2.1,-0.055,0.28,NaN,NaN,NaN,NaN,NaN,NaN
1884,5,1.33,0.18,NaN,0.5,-0.041,0.5,NaN,NaN,NaN,NaN,NaN,NaN
1884,6,1,0.98,NaN,1.4,0.144,0.29,NaN,NaN,NaN,NaN,NaN,NaN
1884,7,0.355,-0.28,NaN,-4.1,-0.023,0.02,NaN,NaN,NaN,NaN,NaN,NaN
1884,8,0.298,-0.63,NaN,2.1,-0.001,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1884,9,1.02,-0.7,NaN,2.3,-0.143,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
1884,10,0.919,0.38,NaN,1.6,-0.136,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1884,11,1.49,-0.26,NaN,-1.7,-0.332,-0.08,NaN,NaN,NaN,NaN,NaN,NaN
1884,12,1.06,-1.5,NaN,3,-0.105,-0.2,NaN,NaN,NaN,NaN,NaN,NaN
1885,1,0.876,-1.78,NaN,-0.3,-0.057,-0.14,NaN,NaN,NaN,NaN,NaN,NaN
1885,2,0.615,0.04,NaN,-2.1,0.054,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1885,3,0.211,0.39,NaN,0.8,-0.025,0,NaN,NaN,NaN,NaN,NaN,NaN
1885,4,0.272,0.16,NaN,1.4,-0.24,-0.08,NaN,NaN,NaN,NaN,NaN,NaN
1885,5,0.572,0.01,NaN,-2.1,-0.156,0.17,NaN,NaN,NaN,NaN,NaN,NaN
1885,6,0.812,-1.91,NaN,2.4,-0.121,0.24,NaN,NaN,NaN,NaN,NaN,NaN
1885,7,0.174,-0.45,NaN,0.5,-0.014,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1885,8,0.0718,-1.13,NaN,-6.6,0.124,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1885,9,1.11,-0.43,NaN,2.9,0.045,0.25,NaN,NaN,NaN,NaN,NaN,NaN
1885,10,1.23,-1.92,NaN,-1,0.043,0.34,NaN,NaN,NaN,NaN,NaN,NaN
1885,11,1.33,-1.55,NaN,-1.2,0.023,0.27,NaN,NaN,NaN,NaN,NaN,NaN
1885,12,0.684,0.47,NaN,-1.7,0.045,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1886,1,1.01,-0.22,NaN,0,0.142,-0.26,NaN,NaN,NaN,NaN,NaN,NaN
1886,2,-0.155,0,NaN,-0.4,0.138,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
1886,3,-0.549,0.15,NaN,-1,0.195,-0.04,NaN,NaN,NaN,NaN,NaN,NaN
1886,4,-0.223,0.49,NaN,-1.2,0.219,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1886,5,0.0307,0.54,NaN,-1.9,0.246,0.37,NaN,NaN,NaN,NaN,NaN,NaN
1886,6,-0.709,0.43,NaN,1.5,0.215,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1886,7,-0.551,0.74,NaN,1.1,0.258,-0.29,NaN,NaN,NaN,NaN,NaN,NaN
1886,8,-0.741,1.33,NaN,4.6,0.076,-0.44,NaN,NaN,NaN,NaN,NaN,NaN
1886,9,-0.162,1.28,NaN,-1.5,0.014,-0.51,NaN,NaN,NaN,NaN,NaN,NaN
1886,10,-0.569,1.3,NaN,0.9,-0.007,-0.41,NaN,NaN,NaN,NaN,NaN,NaN
1886,11,-0.664,0.88,NaN,2.1,-0.002,-0.03,NaN,NaN,NaN,NaN,NaN,NaN
1886,12,-0.946,1.51,NaN,-0.4,-0.007,0.01,NaN,NaN,NaN,NaN,NaN,NaN
1887,1,-0.523,1.2,NaN,2.7,-0.086,-0.33,NaN,NaN,NaN,NaN,NaN,NaN
1887,2,-0.927,0.95,NaN,1.4,-0.074,-0.3,NaN,NaN,NaN,NaN,NaN,NaN
1887,3,0.0593,0.95,NaN,-2.1,-0.01,0.02,NaN,NaN,NaN,NaN,NaN,NaN
1887,4,0.0531,1,NaN,-3.7,-0.052,0.08,NaN,NaN,NaN,NaN,NaN,NaN
