Year,Month,CTI,SOI,PDO,NAO,AMO,IOD,AO,QBO,EP,CP,PNA,AAO
1887,5,0.0329,-0.58,NaN,0.6,0.058,-0.01,NaN,NaN,NaN,NaN,NaN,NaN
1887,6,-0.206,0.46,NaN,-2.3,0.233,0.01,NaN,NaN,NaN,NaN,NaN,NaN
1887,7,-0.012,0.53,NaN,-0.1,0.352,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1887,8,0.301,0.33,NaN,-3,0.219,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1887,9,0.868,0.45,NaN,-1.6,0.171,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1887,10,0.0199,0.51,NaN,-4.3,0.255,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1887,11,0.483,-0.63,NaN,-1.9,0.2,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1887,12,0.165,0.45,NaN,-3.5,0.201,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1888,1,1.18,-0.32,NaN,-2.4,0.253,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1888,2,0.813,-0.33,NaN,-2.3,0.19,-0.23,NaN,NaN,NaN,NaN,NaN,NaN
1888,3,0.857,-1.47,NaN,-1.9,0.275,-0.44,NaN,NaN,NaN,NaN,NaN,NaN
1888,4,0.781,-2.8,NaN,-1.4,0.143,-0.34,NaN,NaN,NaN,NaN,NaN,NaN
1888,5,1.09,-1.12,NaN,-1.9,0.149,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1888,6,0.929,-2.16,NaN,-2.2,0.272,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1888,7,0.972,-1.64,NaN,-3.1,0.207,-0.09,NaN,NaN,NaN,NaN,NaN,NaN
1888,8,0.901,-1.09,NaN,-0.9,0.167,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1888,9,1.68,-0.94,NaN,-3.4,0.17,0,NaN,NaN,NaN,NaN,NaN,NaN
1888,10,1.8,-1.61,NaN,-4.3,0.275,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1888,11,2.18,-1.37,NaN,3.1,0.149,0.03,NaN,NaN,NaN,NaN,NaN,NaN
1888,12,1.95,-0.4,NaN,2.4,0.099,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1889,1,2.48,-2.84,NaN,1.3,0.257,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1889,2,1.89,-0.21,NaN,-0.4,0.264,0.07,NaN,NaN,NaN,NaN,NaN,NaN
1889,3,0.626,-3.2,NaN,-0.4,0.339,-0.03,NaN,NaN,NaN,NaN,NaN,NaN
1889,4,0.485,0.07,NaN,1.8,0.32,-0.33,NaN,NaN,NaN,NaN,NaN,NaN
1889,5,0.705,-0.19,NaN,1.4,0.321,-0.21,NaN,NaN,NaN,NaN,NaN,NaN
1889,6,0.324,2.49,NaN,2.7,0.233,0.13,NaN,NaN,NaN,NaN,NaN,NaN
1889,7,-0.215,0.18,NaN,-5,0.083,0.23,NaN,NaN,NaN,NaN,NaN,NaN
1889,8,-0.612,0.05,NaN,2.2,0.102,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1889,9,-1.56,1.05,NaN,-2.3,0.11,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1889,10,-1.01,0.29,NaN,1,0.11,-0.26,NaN,NaN,NaN,NaN,NaN,NaN
1889,11,-1.51,1.92,NaN,2.1,0.184,0,NaN,NaN,NaN,NaN,NaN,NaN
1889,12,-0.724,2.35,NaN,4,0.058,0.31,NaN,NaN,NaN,NaN,NaN,NaN
1890,1,-0.425,2.16,NaN,3.5,0.038,0.34,NaN,NaN,NaN,NaN,NaN,NaN
1890,2,0.28,1.03,NaN,-1,0.022,0.31,NaN,NaN,NaN,NaN,NaN,NaN
1890,3,-0.952,1.43,NaN,2.5,-0.032,0.46,NaN,NaN,NaN,NaN,NaN,NaN
1890,4,0.0212,0.75,NaN,2.1,-0.148,0.53,NaN,NaN,NaN,NaN,NaN,NaN
1890,5,-0.0151,0.35,NaN,-0.6,-0.14,0.2,NaN,NaN,NaN,NaN,NaN,NaN
1890,6,-0.322,0.45,NaN,1.9,-0.095,-0.33,NaN,NaN,NaN,NaN,NaN,NaN
1890,7,-0.268,-0.23,NaN,1.7,-0.248,-0.5,NaN,NaN,NaN,NaN,NaN,NaN
1890,8,-0.224,-0.42,NaN,1.5,-0.293,-0.35,NaN,NaN,NaN,NaN,NaN,NaN
1890,9,-0.0109,0.88,NaN,2.3,-0.252,-0.43,NaN,NaN,NaN,NaN,NaN,NaN
1890,10,0.0469,0.17,NaN,-0.4,-0.075,-0.53,NaN,NaN,NaN,NaN,NaN,NaN
1890,11,-0.735,0.16,NaN,3.6,-0.264,-0.17,NaN,NaN,NaN,NaN,NaN,NaN
1890,12,0.384,-0.04,NaN,-1.3,-0.241,0.21,NaN,NaN,NaN,NaN,NaN,NaN
1891,1,0.463,1.56,NaN,-0.1,-0.268,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1891,2,0.295,-0.49,NaN,1.4,-0.078,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1891,3,0.135,-1.22,NaN,-1.5,0.082,0.24,NaN,NaN,NaN,NaN,NaN,NaN
1891,4,0.968,0.7,NaN,-2,0.118,0.44,NaN,NaN,NaN,NaN,NaN,NaN
1891,5,0.676,0.28,NaN,-1.3,0.186,0.47,NaN,NaN,NaN,NaN,NaN,NaN
1891,6,0.787,-0.28,NaN,-5.3,0.172,0.31,NaN,NaN,NaN,NaN,NaN,NaN
1891,7,0.433,-0.58,NaN,-3,0.251,0.27,NaN,NaN,NaN,NaN,NaN,NaN
1891,8,1.04,-1.2,NaN,0,0.108,0.54,NaN,NaN,NaN,NaN,NaN,NaN
1891,9,-0.246,-1.08,NaN,2.8,0.016,0.65,NaN,NaN,NaN,NaN,NaN,NaN
1891,10,0.403,0.05,NaN,2.4,0.034,0.46,NaN,NaN,NaN,NaN,NaN,NaN
1891,11,0.678,-0.49,NaN,0,-0.23,0.41,NaN,NaN,NaN,NaN,NaN,NaN
1891,12,0.033,-0.62,NaN,2.4,0.027,0.39,NaN,NaN,NaN,NaN,NaN,NaN
1892,1,0.143,0.2,NaN,0.4,0.07,0.03,NaN,NaN,NaN,NaN,NaN,NaN
1892,2,-0.0292,-1.13,NaN,-2.6,0.131,-0.13,NaN,NaN,NaN,NaN,NaN,NaN
1892,3,-0.00783,1.09,NaN,-1.7,0.104,0.2,NaN,NaN,NaN,NaN,NaN,NaN
1892,4,-0.276,0.96,NaN,-0.8,0.012,0.35,NaN,NaN,NaN,NaN,NaN,NaN
1892,5,-0.222,1.37,NaN,-3.1,-0.12,0.15,NaN,NaN,NaN,NaN,NaN,NaN
1892,6,-0.5,2.25,NaN,-2.3,-0.138,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1892,7,NaN,0.78,NaN,-0.4,-0.243,-0.29,NaN,NaN,NaN,NaN,NaN,NaN
1892,8,-0.246,0.48,NaN,-0.5,-0.098,-0.65,NaN,NaN,NaN,NaN,NaN,NaN
1892,9,-0.952,0.01,NaN,3.8,-0.205,-0.63,NaN,NaN,NaN,NaN,NaN,NaN
1892,10,-1.09,0.85,NaN,-4.5,-0.174,-0.34,NaN,NaN,NaN,NaN,NaN,NaN
1892,11,-0.98,-0.88,NaN,0.9,-0.269,-0.22,NaN,NaN,NaN,NaN,NaN,NaN
1892,12,-0.817,0.3,NaN,-1.9,-0.169,-0.21,NaN,NaN,NaN,NaN,NaN,NaN
1893,1,-0.904,0.91,NaN,-3.1,-0.094,-0.19,NaN,NaN,NaN,NaN,NaN,NaN
1893,2,-1.22,0.65,NaN,1.2,-0.046,-0.26,NaN,NaN,NaN,NaN,NaN,NaN
1893,3,-0.815,0.32,NaN,-0.2,-0.034,-0.24,NaN,NaN,NaN,NaN,NaN,NaN
1893,4,-0.428,1.44,NaN,0,-0.146,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
1893,5,-0.569,1.76,NaN,-1,-0.127,-0.15,NaN,NaN,NaN,NaN,NaN,NaN
1893,6,-0.229,2.15,NaN,-2.7,0.134,-0.44,NaN,NaN,NaN,NaN,NaN,NaN
1893,7,-0.273,1.88,NaN,-0.2,0.186,-0.75,NaN,NaN,NaN,NaN,NaN,NaN
1893,8,-0.536,0.6,NaN,-3.4,0.17,-0.9,NaN,NaN,NaN,NaN,NaN,NaN
1893,9,-0.544,1.21,NaN,1.8,0.059,-0.68,NaN,NaN,NaN,NaN,NaN,NaN
1893,10,-0.305,0.63,NaN,0.3,-0.051,-0.3,NaN,NaN,NaN,NaN,NaN,NaN
1893,11,-0.397,0.83,NaN,-3.4,0.032,-0.1,NaN,NaN,NaN,NaN,NaN,NaN
1893,12,-0.484,-0.5,NaN,3.3,-0.148,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1894,1,-0.438,2.15,NaN,0.9,-0.14,0.29,NaN,NaN,NaN,NaN,NaN,NaN
1894,2,0.285,0.97,NaN,4.3,-0.158,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1894,3,-0.457,0.82,NaN,2.4,-0.177,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1894,4,-0.392,1.1,NaN,2.2,-0.274,0.37,NaN,NaN,NaN,NaN,NaN,NaN
1894,5,0.177,-0.86,NaN,-1.5,-0.349,0.46,NaN,NaN,NaN,NaN,NaN,NaN
1894,6,-0.139,-0.01,NaN,4.1,-0.315,0.25,NaN,NaN,NaN,NaN,NaN,NaN
1894,7,0.637,0.47,NaN,1.4,-0.217,0.26,NaN,NaN,NaN,NaN,NaN,NaN
1894,8,-0.0754,-1.4,NaN,0.2,-0.228,0.26,NaN,NaN,NaN,NaN,NaN,NaN
1894,9,-0.0119,-0.24,NaN,-6.2,-0.217,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
1894,10,-0.5,0.31,NaN,-3.9,-0.327,-0.06,NaN,NaN,NaN,NaN,NaN,NaN
1894,11,0.0871,-0.89,NaN,3.6,-0.304,0.08,NaN,NaN,NaN,NaN,NaN,NaN
1894,12,-0.463,0.07,NaN,0.7,-0.218,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1895,1,-0.071,0.54,NaN,-2.7,-0.107,-0.09,NaN,NaN,NaN,NaN,NaN,NaN
1895,2,-0.58,0.62,NaN,-5.9,-0.074,0.15,NaN,NaN,NaN,NaN,NaN,NaN
1895,3,0.17,-0.26,NaN,1.1,-0.254,0.26,NaN,NaN,NaN,NaN,NaN,NaN
1895,4,0.259,1.34,NaN,-0.7,-0.282,0.27,NaN,NaN,NaN,NaN,NaN,NaN
1895,5,0.479,0.65,NaN,1,-0.197,0.28,NaN,NaN,NaN,NaN,NaN,NaN
1895,6,0.762,-1.26,NaN,-0.7,-0.097,0.05,NaN,NaN,NaN,NaN,NaN,NaN
1895,7,0.335,-0.75,NaN,0.7,-0.063,-0.19,NaN,NaN,NaN,NaN,NaN,NaN
1895,8,0.48,-1.02,NaN,-0.7,-0.086,-0.07,NaN,NaN,NaN,NaN,NaN,NaN
1895,9,0.963,-0.52,NaN,1,0.083,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1895,10,0.872,-0.82,NaN,-3.6,0.081,0.1,NaN,NaN,NaN,NaN,NaN,NaN
1895,11,1.19,-0.47,NaN,-0.1,-0.099,0.11,NaN,NaN,NaN,NaN,NaN,NaN
1895,12,0.852,-1,NaN,-0.4,-0.041,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1896,1,0.845,0.07,NaN,-1.5,-0.058,-0.11,NaN,NaN,NaN,NaN,NaN,NaN
1896,2,0.198,0.37,NaN,1.4,0.042,-0.34,NaN,NaN,NaN,NaN,NaN,NaN
1896,3,0.58,-0.84,NaN,3.1,-0.031,-0.34,NaN,NaN,NaN,NaN,NaN,NaN
1896,4,0.339,-1.19,NaN,2.9,0.056,-0.06,NaN,NaN,NaN,NaN,NaN,NaN
1896,5,0.388,-3.23,NaN,1.3,0.266,0.18,NaN,NaN,NaN,NaN,NaN,NaN
1896,6,0.526,-2.99,NaN,-0.7,0.198,0.16,NaN,NaN,NaN,NaN,NaN,NaN
1896,7,1.41,-1.39,NaN,3.7,0.11,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1896,8,1.55,-2.55,NaN,-0.9,0.089,0,NaN,NaN,NaN,NaN,NaN,NaN
1896,9,1.09,-1.88,NaN,-0.1,0.322,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1896,10,1.33,-2.01,NaN,-4.1,0.167,0.33,NaN,NaN,NaN,NaN,NaN,NaN
1896,11,1.86,-1.26,NaN,-0.9,0.053,0.5,NaN,NaN,NaN,NaN,NaN,NaN
1896,12,2,-1.69,NaN,2.7,0.063,0.38,NaN,NaN,NaN,NaN,NaN,NaN
1897,1,1.69,-1.42,NaN,-2.4,0.087,0.09,NaN,NaN,NaN,NaN,NaN,NaN
1897,2,1.53,-0.86,NaN,1.4,0.139,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
1897,3,0.64,-2.01,NaN,1.2,0.311,-0.12,NaN,NaN,NaN,NaN,NaN,NaN
1897,4,-0.431,-2,NaN,4.6,0.254,0.04,NaN,NaN,NaN,NaN,NaN,NaN
1897,5,-0.0716,-1.59,NaN,0.5,0.169,0.07,NaN,NaN,NaN,NaN,NaN,NaN
1897,6,0.273,-0.16,NaN,-3.9,0.105,0,NaN,NaN,NaN,NaN,NaN,NaN
1897,7,0.755,-0.19,NaN,-0.6,0.103,0.15,NaN,NaN,NaN,NaN,NaN,NaN
1897,8,-0.302,-0.11,NaN,2,0.025,0.29,NaN,NaN,NaN,NaN,NaN,NaN
1897,9,0.21,0,NaN,0.7,0.054,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1897,10,-0.111,0.1,NaN,-2.6,0.082,-0.46,NaN,NaN,NaN,NaN,NaN,NaN
1897,11,-0.17,-0.96,NaN,-0.9,-0.007,-0.4,NaN,NaN,NaN,NaN,NaN,NaN
1897,12,-0.484,1.04,NaN,0.9,-0.006,-0.09,NaN,NaN,NaN,NaN,NaN,NaN
1898,1,0.0744,0.65,NaN,1.8,-0.009,0,NaN,NaN,NaN,NaN,NaN,NaN
1898,2,-0.543,0.47,NaN,1.6,0.064,-0.08,NaN,NaN,NaN,NaN,NaN,NaN
1898,3,-0.582,2.02,NaN,-0.7,0.114,0.02,NaN,NaN,NaN,NaN,NaN,NaN
1898,4,-0.323,1.34,NaN,3,0.067,0.24,NaN,NaN,NaN,NaN,NaN,NaN
1898,5,-0.0063,-0.11,NaN,-1.2,0.096,0.14,NaN,NaN,NaN,NaN,NaN,NaN
1898,6,-0.242,-0.51,NaN,-1.3,0.216,-0.15,NaN,NaN,NaN,NaN,NaN,NaN
1898,7,-0.263,0.65,NaN,-1.8,0.223,-0.21,NaN,NaN,NaN,NaN,NaN,NaN
1898,8,-0.636,0.72,NaN,2.1,0.145,-0.24,NaN,NaN,NaN,NaN,NaN,NaN
1898,9,-0.04,0.88,NaN,-0.1,0.111,-0.36,NaN,NaN,NaN,NaN,NaN,NaN
1898,10,-0.268,0.34,NaN,-0.8,-0.022,-0.25,NaN,NaN,NaN,NaN,NaN,NaN
1898,11,-0.435,0.02,NaN,1.5,-0.123,-0.05,NaN,NaN,NaN,NaN,NaN,NaN
1898,12,-0.517,0.42,NaN,1.3,0.006,-0.09,NaN,NaN,NaN,NaN,NaN,NaN
1899,1,-0.37,1.31,NaN,-1.5,-0.059,-0.05,0.77198,NaN,NaN,NaN,NaN,NaN
1899,2,-0.148,0.87,NaN,-1.5,-0.046,0.15,-0.19176,NaN,NaN,NaN,NaN,NaN
1899,3,-0.685,1.38,NaN,-2.5,-0.002,0.26,-1.1242,NaN,NaN,NaN,NaN,NaN
1899,4,0.212,0.49,NaN,-0.6,0.092,0.33,-0.10435,NaN,NaN,NaN,NaN,NaN
1899,5,0.109,-0.76,NaN,-2,0.208,0.27,-0.32787,NaN,NaN,NaN,NaN,NaN
1899,6,0.236,-1.43,NaN,1.7,0.194,-0.05,-0.2084,NaN,NaN,NaN,NaN,NaN
1899,7,0.416,-0.53,NaN,3.2,0.117,-0.25,-0.39099,NaN,NaN,NaN,NaN,NaN
1899,8,0.879,-1.18,NaN,-3.4,0.276,-0.26,-0.62859,NaN,NaN,NaN,NaN,NaN
1899,9,1.1,-0.19,NaN,1.8,0.136,-0.37,0.046184,NaN,NaN,NaN,NaN,NaN
1899,10,1.32,0.74,NaN,-1.9,0.098,-0.35,0.12642,NaN,NaN,NaN,NaN,NaN
1899,11,1.78,1.66,NaN,1.1,0.206,-0.23,0.64745,NaN,NaN,NaN,NaN,NaN
1899,12,1.66,-0.44,NaN,-1.2,0.305,-0.31,-1.7625,NaN,NaN,NaN,NaN,NaN
1900,1,1.47,-0.89,0.04,2.3,0.215,-0.24,-0.83572,NaN,NaN,NaN,NaN,NaN
1900,2,1.5,-0.73,1.32,-4,0.21,0.05,-2.6042,NaN,NaN,NaN,NaN,NaN
1900,3,1.03,-2.95,0.49,-3,0.069,0.07,-1.596,NaN,NaN,NaN,NaN,NaN
1900,4,0.715,-2.1,0.35,1,0.172,0.08,0.57512,NaN,NaN,NaN,NaN,NaN
1900,5,0.978,-0.76,0.77,0.7,0.005,0.39,0.32054,NaN,NaN,NaN,NaN,NaN
1900,6,0.91,3.1,0.65,-1,0.008,0.49,-0.23035,NaN,NaN,NaN,NaN,NaN
1900,7,0.836,1.02,0.95,-1.4,0.1,0.21,-0.22509,NaN,NaN,NaN,NaN,NaN
1900,8,0.508,0.75,0.14,0.4,0.007,-0.01,-0.12515,NaN,NaN,NaN,NaN,NaN
1900,9,0.161,-1.61,-0.24,3.6,0.057,-0.06,1.1726,NaN,NaN,NaN,NaN,NaN
1900,10,0.838,-2.13,0.23,-0.8,0.124,0.08,0.27192,NaN,NaN,NaN,NaN,NaN
1900,11,0.204,-0.75,-0.44,2.7,0.052,0.26,-0.22239,NaN,NaN,NaN,NaN,NaN
1900,12,0.552,-0.73,1.19,2.1,0.144,0.09,0.72417,NaN,NaN,NaN,NaN,NaN
1901,1,0.593,-0.09,0.79,0.2,0.056,-0.2,0.97039,NaN,NaN,NaN,NaN,NaN
1901,2,0.295,0.21,-0.12,-3.9,0.194,-0.07,-1.094,NaN,NaN,NaN,NaN,NaN
1901,3,0.00597,0.88,0.35,-0.7,0.167,0.18,0.3131,NaN,NaN,NaN,NaN,NaN
1901,4,0.376,0.64,0.61,1.7,0.159,0.19,0.67013,NaN,NaN,NaN,NaN,NaN
1901,5,0.0954,0.08,-0.42,-1.8,0.089,0.09,-0.32147,NaN,NaN,NaN,NaN,NaN
1901,6,0.176,2.3,-0.05,2.3,0.226,-0.12,0.22672,NaN,NaN,NaN,NaN,NaN
1901,7,-0.496,1.51,-0.6,2.1,0.192,-0.39,-0.14728,NaN,NaN,NaN,NaN,NaN
1901,8,-0.187,0.8,-1.2,1.2,0.19,-0.48,0.045158,NaN,NaN,NaN,NaN,NaN
1901,9,0.261,-1.58,-0.33,2.5,0.011,-0.37,-0.14199,NaN,NaN,NaN,NaN,NaN
1901,10,0.237,-2.69,0.16,2.1,-0.1,-0.17,-0.57515,NaN,NaN,NaN,NaN,NaN
1901,11,0.447,-0.95,-0.6,-3.5,-0.071,0.02,-0.0068122,NaN,NaN,NaN,NaN,NaN
1901,12,0.242,-0.32,-0.14,-0.2,-0.058,0,-1.1918,NaN,NaN,NaN,NaN,NaN
1902,1,0.516,1.68,0.82,-0.6,-0.109,-0.12,0.41076,NaN,NaN,NaN,NaN,NaN
1902,2,0.619,-0.28,1.58,-3.3,-0.025,0,-1.5092,NaN,NaN,NaN,NaN,NaN
1902,3,0.685,1.1,0.48,0.8,-0.016,0.22,0.25372,NaN,NaN,NaN,NaN,NaN
1902,4,0.765,1.15,1.37,-2.1,-0.142,0.22,-1.3943,NaN,NaN,NaN,NaN,NaN
1902,5,0.939,1.41,1.09,0.4,-0.083,0.12,-0.62865,NaN,NaN,NaN,NaN,NaN
1902,6,1.11,0.24,0.52,-5.5,-0.244,0.16,-1.538,NaN,NaN,NaN,NaN,NaN
1902,7,2.12,0.21,1.58,-4.3,-0.284,0.39,-0.63625,NaN,NaN,NaN,NaN,NaN
1902,8,1.75,-1.09,1.57,-2.1,-0.164,0.63,-1.0421,NaN,NaN,NaN,NaN,NaN
1902,9,1.77,-1.76,0.44,-3.1,0.007,0.69,-0.37346,NaN,NaN,NaN,NaN,NaN
1902,10,2.05,-0.77,0.7,0.7,0.024,0.6,-0.032567,NaN,NaN,NaN,NaN,NaN
1902,11,2.17,-0.26,0.16,0.5,-0.109,0.45,-0.25949,NaN,NaN,NaN,NaN,NaN
1902,12,1.88,-0.45,-1.1,0.9,-0.078,0.19,0.59742,NaN,NaN,NaN,NaN,NaN
1903,1,1.89,-1.1,0.86,0.6,-0.034,-0.1,0.68663,NaN,NaN,NaN,NaN,NaN
1903,2,1.57,-1.11,-0.24,2.7,0.06,-0.23,3.5028,NaN,NaN,NaN,NaN,NaN
1903,3,1.17,1.8,-0.22,4.7,-0.051,-0.22,2.04,NaN,NaN,NaN,NaN,NaN
1903,4,0.353,2.18,-0.5,-0.2,-0.062,-0.08,-0.71888,NaN,NaN,NaN,NaN,NaN
1903,5,0.487,0.92,0.43,1.6,-0.138,0.04,-0.041243,NaN,NaN,NaN,NaN,NaN
1903,6,0.0764,-0.22,0.23,-4.8,-0.169,-0.06,-1.761,NaN,NaN,NaN,NaN,NaN
1903,7,-0.308,0.6,0.4,-1,-0.157,-0.23,-0.5949,NaN,NaN,NaN,NaN,NaN
1903,8,-0.538,-0.15,1.01,0.9,-0.438,-0.25,-0.26763,NaN,NaN,NaN,NaN,NaN
1903,9,-0.273,0.81,-0.24,-1.2,-0.45,-0.33,-0.0030116,NaN,NaN,NaN,NaN,NaN
1903,10,-0.121,0.3,0.18,-1.5,-0.36,-0.53,-0.5696,NaN,NaN,NaN,NaN,NaN
1903,11,-0.453,-0.05,0.08,1,-0.232,-0.42,0.43602,NaN,NaN,NaN,NaN,NaN
1903,12,-0.673,1.66,-0.03,0.5,-0.286,-0.02,-0.83718,NaN,NaN,NaN,NaN,NaN
1904,1,0.0117,1.39,0.63,2.6,-0.346,0.14,1.2863,NaN,NaN,NaN,NaN,NaN
1904,2,0.197,1.53,-0.91,1.1,-0.367,0.07,0.2958,NaN,NaN,NaN,NaN,NaN
1904,3,0.418,0.89,-0.71,0.8,-0.373,0.21,-0.038108,NaN,NaN,NaN,NaN,NaN
1904,4,0.0222,3.64,-0.07,4.9,-0.417,0.38,1.2378,NaN,NaN,NaN,NaN,NaN
1904,5,0.207,1,-0.22,1.5,-0.392,0.25,0.41182,NaN,NaN,NaN,NaN,NaN
1904,6,0.742,-1.01,-1.53,-0.8,-0.424,0.09,-0.33827,NaN,NaN,NaN,NaN,NaN
1904,7,1.25,-0.87,-1.58,-1.6,-0.332,0.07,-0.27663,NaN,NaN,NaN,NaN,NaN
1904,8,1.38,-0.11,-0.64,-2.9,-0.343,-0.08,-0.73362,NaN,NaN,NaN,NaN,NaN
1904,9,0.752,-0.01,0.06,1.4,-0.473,-0.14,-0.56312,NaN,NaN,NaN,NaN,NaN
1904,10,1.44,-0.11,0.43,0.8,-0.365,0.06,-0.39591,NaN,NaN,NaN,NaN,NaN
1904,11,1.32,-1.81,1.45,-0.8,-0.194,0.02,0.25866,NaN,NaN,NaN,NaN,NaN
1904,12,1.46,0.18,0.06,-1.7,-0.149,-0.24,0.22574,NaN,NaN,NaN,NaN,NaN
1905,1,1.67,-1.08,0.73,0.6,-0.22,-0.16,1.7473,NaN,NaN,NaN,NaN,NaN
1905,2,1.16,-1.84,0.91,1.3,-0.177,-0.1,0.89613,NaN,NaN,NaN,NaN,NaN
1905,3,1.47,-3.51,1.31,2.3,-0.354,-0.38,0.32226,NaN,NaN,NaN,NaN,NaN
1905,4,1.29,-3.05,1.59,-2.3,-0.168,-0.35,-1.5236,NaN,NaN,NaN,NaN,NaN
1905,5,1.85,-1.68,-0.07,1.6,-0.058,-0.05,0.65083,NaN,NaN,NaN,NaN,NaN
1905,6,1.89,-2.29,0.69,-0.7,-0.167,-0.06,-0.084254,NaN,NaN,NaN,NaN,NaN
1905,7,1.33,-2.11,0.85,1.6,-0.049,-0.09,-0.027972,NaN,NaN,NaN,NaN,NaN
1905,8,1.37,-0.96,1.26,0.2,-0.138,0.14,-0.54838,NaN,NaN,NaN,NaN,NaN
1905,9,1.94,-0.7,-0.03,1.8,-0.351,0.17,-0.045741,NaN,NaN,NaN,NaN,NaN
1905,10,1.64,-0.83,-0.15,-3.2,-0.247,0,-1.0599,NaN,NaN,NaN,NaN,NaN
1905,11,1.38,-1.81,1.11,0.9,-0.264,-0.14,-0.13045,NaN,NaN,NaN,NaN,NaN
1905,12,1.18,-1.57,-0.5,0.4,-0.24,-0.27,0.90559,NaN,NaN,NaN,NaN,NaN
1906,1,1.44,-0.43,0.92,2.8,-0.068,-0.28,0.30322,NaN,NaN,NaN,NaN,NaN
1906,2,0.679,-0.88,1.18,2.1,-0.028,-0.17,-0.69728,NaN,NaN,NaN,NaN,NaN
1906,3,0.34,-0.56,0.83,-0.5,-0.048,-0.11,0.45472,NaN,NaN,NaN,NaN,NaN
1906,4,0.726,-0.84,0.74,2.9,-0.04,-0.07,0.52935,NaN,NaN,NaN,NaN,NaN
1906,5,0.248,-1.03,0.44,-3.8,-0.156,-0.04,-1.2304,NaN,NaN,NaN,NaN,NaN
1906,6,-0.258,-0.71,1.24,-2.1,0.012,-0.07,-1.0562,NaN,NaN,NaN,NaN,NaN
1906,7,-0.367,0.68,0.09,4.6,-0.003,-0.11,-0.30045,NaN,NaN,NaN,NaN,NaN
1906,8,-0.983,1.43,-0.53,-2.5,-0.061,-0.37,-1.0051,NaN,NaN,NaN,NaN,NaN
1906,9,-0.359,1.75,-0.31,1.4,-0.116,-0.68,-0.17824,NaN,NaN,NaN,NaN,NaN
1906,10,-0.572,0.81,0.08,2.4,-0.137,-0.37,-0.27465,NaN,NaN,NaN,NaN,NaN
1906,11,-0.782,1.95,1.69,-0.1,-0.014,0.14,-2.0144,NaN,NaN,NaN,NaN,NaN
1906,12,-0.158,0.3,-0.54,1.4,-0.222,0.03,0.093734,NaN,NaN,NaN,NaN,NaN
1907,1,-0.197,0.56,-0.3,0.7,-0.182,-0.06,0.31499,NaN,NaN,NaN,NaN,NaN
1907,2,-0.434,-0.23,-0.32,1.9,-0.345,0.29,0.66499,NaN,NaN,NaN,NaN,NaN
1907,3,-0.567,-0.32,-0.19,3.8,-0.251,0.4,1.8583,NaN,NaN,NaN,NaN,NaN
1907,4,-0.0515,-0.84,-0.16,2,-0.158,0.34,-0.30046,NaN,NaN,NaN,NaN,NaN
1907,5,0.284,-0.57,0.16,-3.5,-0.145,0.47,-1.1903,NaN,NaN,NaN,NaN,NaN
1907,6,0.423,0.45,0.57,0.9,-0.251,0.34,-0.78805,NaN,NaN,NaN,NaN,NaN
1907,7,0.92,-0.03,0.63,-4.5,-0.278,0.11,-1.2644,NaN,NaN,NaN,NaN,NaN
1907,8,0.22,-1.05,-0.96,-0.8,-0.312,0.2,-0.38708,NaN,NaN,NaN,NaN,NaN
1907,9,0.93,-0.07,-0.23,0.1,-0.175,0.22,-0.41423,NaN,NaN,NaN,NaN,NaN
1907,10,0.343,-0.43,0.84,-0.2,-0.216,0.19,-1.0275,NaN,NaN,NaN,NaN,NaN
1907,11,0.612,-0.58,0.66,2.5,-0.224,0.42,-0.40083,NaN,NaN,NaN,NaN,NaN
1907,12,0.554,0.65,0.72,1.1,-0.188,0.49,-1.0277,NaN,NaN,NaN,NaN,NaN
1908,1,-0.129,-0.99,1.36,1.1,-0.228,0.31,0.96838,NaN,NaN,NaN,NaN,NaN
